reconstruction_error,anomaly,severity,estimated_RUL
121.81133994667694,0,Normal,inf
139.69488181037798,0,Normal,521650.6579583681
116.20790870854,0,Normal,inf
151.3800940575334,0,Normal,21944.262462353112
75.08906921598953,0,Normal,inf
105.40045005082816,0,Normal,inf
127.458205705422,0,Normal,inf
116.07311780554676,0,Normal,inf
98.34611720766657,0,Normal,inf
106.67634350955144,0,Normal,inf
104.52374268224452,0,Normal,inf
139.1507550510706,0,Normal,inf
111.72203445884266,0,Normal,inf
132.3084587909631,0,Normal,inf
107.79009448265096,0,Normal,inf
109.94632493866492,0,Normal,inf
86.23521540397051,0,Normal,inf
116.88061841588213,0,Normal,inf
110.1783381597201,0,Normal,inf
171.3407840656258,0,Low,inf
119.03256373174096,0,Normal,inf
111.67455509281116,0,Normal,inf
126.32358878875668,0,Normal,inf
162.34014500257098,0,Low,inf
150.26692348828433,0,Normal,38917.25326078032
132.8553079640282,0,Normal,32827.77626108425
132.717418627848,0,Normal,23763.27675504998
139.05244589451817,0,Normal,15147.667336804958
133.5806402716748,0,Normal,13851.953499249212
87.50988523865185,0,Normal,41059.12499888247
140.33681129106233,0,Normal,14551.803248108945
113.36666767004972,0,Normal,24209.52133177348
113.6603937700654,0,Normal,26863.606317607566
115.00836110853731,0,Normal,28959.2553647948
148.69345353428017,0,Normal,10708.699638663706
161.3791513282062,0,Low,5127.149683279854
109.90015546348748,0,Normal,14442.306713918875
106.2976987719435,0,Normal,17252.871066381795
133.20478320319705,0,Normal,10608.70158873215
89.45516559879536,0,Normal,25206.811734925494
156.5139614093622,0,Low,6283.652145030846
80.32705125081762,0,Normal,28774.505158020274
118.1712586970574,0,Normal,19729.33829188495
82.01115965790187,0,Normal,57690.91737957527
107.93833767729568,0,Normal,63593.98242974235
127.088525269975,0,Normal,38922.71350377732
138.1681820333126,0,Normal,21306.681634132667
56.18290162162595,0,Normal,inf
103.22184812643889,0,Normal,inf
125.877096842262,0,Normal,inf
139.24778543570045,0,Normal,1495537.4404077823
94.15855623497396,0,Normal,inf
140.96589169254432,0,Normal,inf
173.04175866263964,0,Low,8774.673235777704
99.40206782142695,0,Normal,65394.39226043284
139.92450982022154,0,Normal,22664.358739725685
160.49181933319653,0,Low,7878.554122087117
156.15296525012332,0,Low,6415.0930962906305
106.5039798591639,0,Normal,16618.259793845496
105.88503231541118,0,Normal,19178.36406500566
148.67544591595814,0,Normal,7734.340828733409
132.62365897661343,0,Normal,9588.740288728532
128.68346313013743,0,Normal,9675.702845768066
133.3172813932857,0,Normal,8315.492042735696
115.4127763392804,0,Normal,11147.628489485925
107.62214500818216,0,Normal,13375.018271512161
105.17769097992716,0,Normal,15400.585407229248
96.06327186212434,0,Normal,20878.437936571067
126.9878374907982,0,Normal,13492.105218631952
77.91476209437229,0,Normal,37073.14653229935
110.6409649381984,0,Normal,30627.479487103767
87.10092040821097,0,Normal,81174.41152558276
114.74483580076732,0,Normal,71643.25385909769
121.95966879149968,0,Normal,59832.48761908436
145.20795077468156,0,Normal,21462.02987522694
125.49241149903143,0,Normal,27312.588734464465
108.13490597754922,0,Normal,42572.84705561769
108.81724960933292,0,Normal,54610.564043024344
101.56212383974824,0,Normal,113886.27717369849
122.28893309283482,0,Normal,77745.67365727566
121.84713846056286,0,Normal,71164.19244555944
124.45953476010963,0,Normal,57494.56866079245
95.79305950829674,0,Normal,395297.0019023129
110.72464772576728,0,Normal,inf
99.25985924473054,0,Normal,inf
130.91999670052496,0,Normal,inf
114.64584080238872,0,Normal,inf
120.12254393460704,0,Normal,inf
130.97885729694528,0,Normal,inf
76.6445699012914,0,Normal,inf
136.2542820452047,0,Normal,inf
167.74976451480282,0,Low,34468.31884852022
149.99011730868727,0,Normal,22854.665900882494
127.31933640400136,0,Normal,30144.066912139268
202.8829111632942,1,Low,0.0
124.90095277660524,0,Normal,12547.255553460142
126.64000041958955,0,Normal,11767.399455771456
144.4463771397907,0,Normal,7513.610842631599
110.75162933723,0,Normal,13382.49184985253
115.13031197122103,0,Normal,13141.712862792085
77.12801661130628,0,Normal,26603.588472124
126.72304006977136,0,Normal,14585.26024316155
117.45977294250729,0,Normal,17011.987280645433
167.64030052584377,0,Low,4271.621976327301
131.93302798567348,0,Normal,9418.232264874145
122.47233888616188,0,Normal,10773.302556405084
135.57988288424227,0,Normal,8173.195022339016
120.54037758529772,0,Normal,10311.065861030555
144.52019497138886,0,Normal,6237.719840947298
106.90325020112168,0,Normal,11721.569642316894
115.43231664776124,0,Normal,10884.723826934258
135.4452963456648,0,Normal,7603.843790072345
139.1419297721478,0,Normal,6602.70901412912
103.78083780359589,0,Normal,11713.883891411202
131.4744072859389,0,Normal,7782.051378258132
91.66945140248843,0,Normal,14577.238285648586
177.81548886997325,0,Low,1829.7878323627485
169.14653944446212,0,Low,2372.9718079449067
133.26297278179604,0,Normal,5576.580335103822
159.0628969647321,0,Low,2890.68899282432
105.16325400033452,0,Normal,7698.639012405581
137.57629157223678,0,Normal,4695.114233182246
106.7906493269146,0,Normal,7581.909869160754
109.36307292500736,0,Normal,7650.875315900248
112.248019928181,0,Normal,7624.239022766708
146.5587149471727,0,Normal,4130.525533649745
97.11658844198116,0,Normal,9071.992249960089
131.83019370491456,0,Normal,5668.701069832883
108.81872426374906,0,Normal,8086.597059725543
115.27687429702324,0,Normal,7642.591130817623
127.39479101777692,0,Normal,6371.653717993495
156.87976350019196,0,Low,3223.837237615478
103.76827404476856,0,Normal,8239.813563342283
174.8580346900271,0,Low,1533.2920624609121
102.33525468494216,0,Normal,7677.015496183831
90.108698022157,0,Normal,9513.928748347173
155.11316467523267,0,Low,3271.7574509525502
140.6967021461802,0,Normal,4282.040717919275
88.27188204409777,0,Normal,9274.221309203096
114.24870784706354,0,Normal,7165.571450095427
145.98146238809323,0,Normal,4064.185928004156
90.11857424656084,0,Normal,9578.258239070414
132.68990476428573,0,Normal,5508.2116407746025
96.24493506496528,0,Normal,9448.288629523753
125.1618850019666,0,Normal,6610.405387417674
81.28061344710237,0,Normal,12259.364978177658
124.13776694727729,0,Normal,7561.41029733124
198.6137567337336,1,Low,0.0
113.97602023729614,0,Normal,7126.911314245456
107.1627304858036,0,Normal,8062.856679484963
117.5986482497831,0,Normal,7197.21591751814
144.71330644564625,0,Normal,4387.030409517337
105.40240361837226,0,Normal,8242.413640874569
128.26844984507122,0,Normal,6032.264886932976
156.24470813659715,0,Low,3193.492135959495
126.41518997889432,0,Normal,5658.83834579273
118.83174065791184,0,Normal,6358.0408230238745
95.2554467632158,0,Normal,8943.04133746888
97.49792988497866,0,Normal,9346.349958856557
111.91846424287212,0,Normal,8193.349249123037
119.39313581437686,0,Normal,7517.611470162168
133.8124435351559,0,Normal,5885.170638939289
143.23151271279957,0,Normal,4707.29647213811
139.59414799474644,0,Normal,4838.092405890788
126.56438812174764,0,Normal,5942.272684356183
93.87547883011918,0,Normal,9480.088690943056
140.76747565235144,0,Normal,4827.563075917588
146.174523802776,0,Normal,4106.723875989223
156.08789895383498,0,Low,3029.7251809410873
109.35972150685096,0,Normal,6954.601389085732
87.78037334653305,0,Normal,9463.911027441112
121.10582975266024,0,Normal,6532.34692522874
139.61552804475255,0,Normal,4695.095223197106
147.21154375106923,0,Normal,3833.5517036832075
135.16998988557228,0,Normal,4698.309299157873
83.00320021507599,0,Normal,9669.034543627424
128.7160146887503,0,Normal,5625.290147166432
135.73582959166933,0,Normal,4887.317689416586
137.72618171147383,0,Normal,4579.766039538146
133.05003787854295,0,Normal,4862.940772270701
120.30076495262536,0,Normal,5917.693696699755
114.6466796182416,0,Normal,6490.402738799204
129.7200608096781,0,Normal,5194.920709432385
132.55012080644806,0,Normal,4878.570954549047
129.95115062117262,0,Normal,5022.156306538539
117.52020741676044,0,Normal,6068.9754512973595
126.640644962574,0,Normal,5317.156975068615
153.1858031594928,0,Low,3052.3242381839573
138.53926601410333,0,Normal,4034.317132400906
103.55042844517656,0,Normal,6822.6548834544255
128.75120565617792,0,Normal,4883.585844890008
106.71210682686537,0,Normal,6742.592637402882
112.2783896547516,0,Normal,6455.905629394723
101.01904064131875,0,Normal,7680.129471201698
127.27398302060044,0,Normal,5477.505975043146
129.88411134966603,0,Normal,5201.041571327665
96.44944489635132,0,Normal,8348.958714515851
117.31235849186368,0,Normal,6653.037733938319
114.49500056270143,0,Normal,7028.634180823923
90.56438704430066,0,Normal,9621.915629678651
129.14526288423966,0,Normal,6025.115119460578
133.3330104184134,0,Normal,5178.649471971784
137.3768157716581,0,Normal,4812.143839959142
149.31593012917992,0,Normal,3780.6754739325106
105.7345383992506,0,Normal,7845.869749791238
110.67709238855036,0,Normal,7785.029369852811
109.07398364891615,0,Normal,7746.708753106805
154.30175602974586,0,Low,3683.487368289256
148.77937761944114,0,Normal,4007.255097450036
138.14895562955556,0,Normal,4980.082307749237
156.32554118837152,0,Low,3195.4245589172892
106.46741254626244,0,Normal,7660.533694529782
90.86155086025154,0,Normal,10116.764487584136
117.348670177305,0,Normal,7394.122967597123
79.91178784340623,0,Normal,11771.15176461432
122.8465481711324,0,Normal,7756.451891493874
116.41335552887487,0,Normal,7964.818599862717
76.63449157486077,0,Normal,12304.349115271118
147.5853108561047,0,Normal,4756.734376158465
104.03989116126074,0,Normal,9854.096443770279
150.1126536679432,0,Normal,4358.314320889198
99.00111961863752,0,Normal,9628.456359289483
103.49190108876655,0,Normal,8794.296855411529
140.61167942065285,0,Normal,5067.64053268389
157.47446527682925,0,Low,3166.911684806047
123.24190250096014,0,Normal,6259.153499498753
104.5202543485128,0,Normal,8029.350567744799
152.52722810854158,0,Low,3620.348997951824
116.62805802088356,0,Normal,6830.058447045498
111.67961726037542,0,Normal,7904.232420678157
103.96915544604316,0,Normal,8676.70742414024
122.90167919037884,0,Normal,6901.033749877493
113.24938367630324,0,Normal,8130.290156258679
109.00478356584397,0,Normal,8684.493889840089
118.1481809065313,0,Normal,8150.300513532504
112.42673980889664,0,Normal,8582.761790913046
80.59434739587473,0,Normal,13873.935831549024
125.25724639128003,0,Normal,9037.924659833563
139.00727730031622,0,Normal,8115.272020139875
106.26571350952864,0,Normal,13417.360104366144
156.8695925942962,0,Low,5427.29998364453
115.65761113015913,0,Normal,10181.382867001088
97.0841618991354,0,Normal,13634.388693028632
112.57544859845422,0,Normal,11057.505195690785
147.43142805766527,0,Normal,6451.118953310007
133.4422798562288,0,Normal,8647.864813869142
128.57874134493406,0,Normal,8240.803781115143
155.78003522137877,0,Low,4690.991339015204
97.66239565822734,0,Normal,13080.625964170631
147.92491961201105,0,Normal,5578.2949185945245
146.57842096980286,0,Normal,4971.172554677039
149.39468014637092,0,Normal,4073.899761075754
117.29709453089224,0,Normal,7092.627220514582
91.58478104753137,0,Normal,10059.110344327735
93.11448359713732,0,Normal,11441.289894183034
128.5188924012516,0,Normal,7477.837259019519
130.23121688976718,0,Normal,6927.663181333815
124.35494725518384,0,Normal,7442.876263995322
111.17735691074408,0,Normal,9646.653742050103
117.49654896791014,0,Normal,9364.157571704027
125.41257320090116,0,Normal,8664.044418974467
120.14327523558435,0,Normal,9416.810675632072
151.63922477294398,0,Normal,4981.541066983202
161.11072248085802,0,Low,3833.0966850965297
83.36051285230543,0,Normal,14960.672647750882
122.67431764750798,0,Normal,9509.470908822495
85.1687803469044,0,Normal,17151.611080748196
100.01946455771488,0,Normal,16211.075617029546
134.2218199113641,0,Normal,9854.404307372999
123.12179296670932,0,Normal,11731.268253556742
97.59959096204608,0,Normal,18183.18179024368
104.355499550277,0,Normal,17371.62890533296
109.97324742886178,0,Normal,21415.99005019665
116.20208250143524,0,Normal,20576.762240626333
118.9660806940262,0,Normal,21130.463643161052
106.30079894475256,0,Normal,25815.34249433751
121.269891437057,0,Normal,16973.127798649442
122.39398024116792,0,Normal,14856.19392880144
107.2649408607967,0,Normal,21727.58170257391
102.6383360832054,0,Normal,30643.930962695853
113.17274478812742,0,Normal,24763.987275335625
118.69453129549498,0,Normal,24237.03614212811
113.94752547400226,0,Normal,26536.765411291773
144.02850014464985,0,Normal,14290.891708567018
130.30597383361976,0,Normal,15551.325708268008
132.02196830169396,0,Normal,15404.444772423833
113.40897442411084,0,Normal,20022.505134906314
103.23634610689544,0,Normal,27767.17778660181
100.42289214120676,0,Normal,26102.63557468828
118.62213475557252,0,Normal,19835.21845721662
146.39843380436787,0,Normal,11495.750726823206
177.66257885826153,0,Low,3129.1821159915353
106.65411471675378,0,Normal,18163.748350530655
171.24035904877306,0,Low,3554.4877947583304
119.15910869230788,0,Normal,11171.91397125203
125.26196388188984,0,Normal,10062.17404458206
92.34577011734048,0,Normal,14207.91455335493
137.75191735781502,0,Normal,6331.475430812104
124.65768907484066,0,Normal,7809.8067567395055
115.0531855673794,0,Normal,8910.81833861142
110.3305465911997,0,Normal,9234.116851837387
104.30470343616967,0,Normal,9798.548523264977
130.87976578951577,0,Normal,7458.198064417871
100.94383158121757,0,Normal,11567.784661465586
143.63211126265102,0,Normal,5900.698148254601
176.05305390442345,0,Low,1775.9400422893866
142.66468682227432,0,Normal,4584.637684880564
99.64120720748942,0,Normal,8809.966169523215
133.86514141138312,0,Normal,5745.957458440236
124.42598098950984,0,Normal,6655.96636412109
150.2439301020748,0,Normal,4121.710970037064
127.86032751390243,0,Normal,6073.132486977431
125.805689552983,0,Normal,6611.540967671822
140.38266634367878,0,Normal,4983.387231936575
118.3332106254609,0,Normal,7230.787112840909
131.94068901461756,0,Normal,5754.528825781843
122.38938887044874,0,Normal,6082.517876158213
154.53247735919186,0,Low,3092.498802543087
131.47091657087245,0,Normal,4919.354894341658
151.6507771828797,0,Normal,3302.5620326308303
123.56171234435529,0,Normal,5646.071740202957
76.1920483356054,0,Normal,9904.117916853214
108.46928125812072,0,Normal,7710.06106995339
137.73494763352707,0,Normal,4866.471213985765
95.36923701279572,0,Normal,8747.989447944676
108.73457139691712,0,Normal,7982.443944518573
122.58020620962267,0,Normal,6813.808983703045
104.36082004354556,0,Normal,8404.337591479129
144.373129250505,0,Normal,4272.655796050553
139.87092905905152,0,Normal,4486.49356916139
143.93260646870576,0,Normal,3804.573368337217
100.96596200104015,0,Normal,7824.109031909825
103.5269872301676,0,Normal,8196.086830040125
102.7882421699851,0,Normal,9296.227299917016
89.26210729909447,0,Normal,11687.783075377745
74.68339834055983,0,Normal,16054.761516946885
142.85633625576324,0,Normal,7203.753816364412
128.23039471826957,0,Normal,9678.183518267691
134.25467890326138,0,Normal,8039.311635670805
145.10862140814422,0,Normal,6118.235626154943
97.97074235962394,0,Normal,13283.65607735279
115.34153129533335,0,Normal,10666.708806139464
162.20285884841613,0,Low,3769.197138197641
85.8784760318628,0,Normal,14795.463059732368
100.0748057926376,0,Normal,13053.627442340583
112.5244432893492,0,Normal,10825.522474244628
95.26275899430716,0,Normal,15589.719634595927
121.68381085250653,0,Normal,10252.70649945499
128.8922791634851,0,Normal,8934.338399391014
83.67831843348792,0,Normal,18872.256538454116
112.00267561475864,0,Normal,15393.375299846268
107.17903808719292,0,Normal,16796.575845415282
170.1405008478518,0,Low,4034.249519081021
102.90670339821727,0,Normal,15384.331822724695
142.5667910100178,0,Normal,7520.665449696652
89.69423486703177,0,Normal,18857.58294077394
118.90180536212364,0,Normal,13414.389979244379
111.5878354527631,0,Normal,13785.70958312196
131.19654037404874,0,Normal,9167.39267115539
109.0611237571182,0,Normal,12616.985051989304
100.19405341412438,0,Normal,16136.773841930606
