reconstruction_error,anomaly
126.8864287,0
113.2182586,0
147.915085,0
106.19405,0
94.80934015,0
110.8073549,0
107.9873161,0
143.2774279,0
80.72794374,0
114.0224102,0
100.4209391,0
110.7927946,0
118.8792712,0
99.4438906,0
132.2080828,0
133.3624976,0
97.69938354,0
149.1559037,0
156.1292121,0
104.2553408,0
110.3511486,0
131.9974271,0
133.0205518,0
155.8279233,0
111.6991459,0
126.8368657,0
107.4445877,0
130.0445772,0
103.4551682,0
118.650974,0
91.7040711,0
136.0637227,0
115.9713156,0
112.7701896,0
126.5333222,0
103.4904811,0
137.43771,0
104.9183202,0
92.88348488,0
68.16965865,0
125.2477137,0
98.69403099,0
161.2682515,0
120.0072857,0
140.0048083,0
88.8650602,0
99.1660232,0
152.6394397,0
95.83452711,0
110.5851132,0
132.580379,0
149.3467728,0
152.1577225,0
118.3509484,0
123.6885057,0
91.79276888,0
111.4278087,0
130.7414633,0
124.0585036,0
98.42951886,0
107.3352047,0
106.3161909,0
119.0103873,0
119.1775671,0
85.20606048,0
108.0657218,0
124.6872921,0
108.6762446,0
119.5813382,0
119.8534615,0
118.2415996,0
113.6722546,0
132.1706176,0
80.60589601,0
120.3106465,0
113.8735277,0
129.6211535,0
158.3571484,0
142.2534957,0
100.0830673,0
97.1677715,0
140.865108,0
116.8517244,0
124.3242386,0
118.4491652,0
136.8545683,0
107.1455588,0
128.7370044,0
107.1739559,0
154.8785856,0
132.4034701,0
110.1287572,0
111.7113716,0
116.0829181,0
139.7412952,0
133.9105634,0
122.6900532,0
163.1276417,0
177.3185999,0
116.7848305,0
125.9111404,0
139.8791376,0
141.2253293,0
82.21850262,0
122.8926176,0
119.4237351,0
134.9356492,0
141.9928278,0
121.0321949,0
98.3913341,0
116.8954679,0
99.55855055,0
125.2299712,0
92.33228019,0
121.1132526,0
111.3097689,0
124.2917587,0
161.3713716,0
130.6771765,0
107.8746996,0
96.61288616,0
103.6589741,0
141.6097889,0
100.8967759,0
125.2017094,0
134.4594484,0
109.1033891,0
111.8131242,0
145.6157201,0
138.7745086,0
121.3422117,0
144.7422664,0
87.32027366,0
103.3531439,0
88.36934416,0
117.5515701,0
103.5969534,0
86.42870062,0
101.4329815,0
135.2714623,0
121.4169424,0
112.1895795,0
133.6246816,0
126.4799399,0
108.0019047,0
137.9797994,0
143.9962836,0
97.06881663,0
151.1334262,0
123.3849201,0
97.8471802,0
108.71835,0
128.4604283,0
105.0491722,0
138.2306041,0
138.7888238,0
97.27194686,0
126.4270193,0
146.5315237,0
147.7746318,0
127.7937822,0
103.2475261,0
75.63975298,0
128.7944243,0
94.9810976,0
109.5468227,0
105.6317017,0
94.9858503,0
117.9393818,0
106.4217466,0
126.4635151,0
69.98710485,0
138.073386,0
120.6900969,0
118.3683795,0
104.0167473,0
117.17517,0
148.5489852,0
128.2998071,0
123.3999538,0
134.3615595,0
161.4999829,0
130.5855014,0
141.4158825,0
125.2626913,0
93.32424221,0
134.5261475,0
131.3444601,0
95.06280452,0
129.7666232,0
119.1786235,0
104.8992137,0
108.6913912,0
109.6107319,0
105.7965844,0
129.835951,0
143.5297619,0
134.180197,0
113.0981602,0
139.0604517,0
163.6739828,0
102.9389844,0
135.5194533,0
153.7898538,0
131.5007754,0
112.9783735,0
127.5641492,0
124.3902417,0
106.0841474,0
88.25755187,0
148.6851765,0
118.3040913,0
97.25458161,0
94.10376577,0
126.5569852,0
90.5943833,0
127.1756238,0
138.4843999,0
123.1727289,0
106.0178055,0
117.2655526,0
152.5928352,0
102.9158233,0
101.768693,0
145.9455452,0
127.7810552,0
147.5606897,0
106.3519561,0
124.2349256,0
101.2679477,0
133.3954762,0
94.41706091,0
143.612405,0
139.3896407,0
113.0206201,0
116.0562779,0
124.3336421,0
135.1812167,0
97.17370253,0
93.1272381,0
109.8853838,0
113.492273,0
116.1850868,0
110.9252539,0
92.19278729,0
128.3905812,0
116.6723829,0
135.3281127,0
119.6218399,0
121.4051714,0
105.4701181,0
106.2486122,0
102.8575836,0
127.9005485,0
99.50131583,0
101.5429776,0
91.01691847,0
116.4109381,0
100.4141502,0
101.0375587,0
125.6381651,0
100.6407389,0
137.1772415,0
124.8437637,0
115.8822835,0
107.6781738,0
172.2959992,0
91.84516596,0
103.7908538,0
122.0786555,0
136.2209487,0
134.1373199,0
89.66020908,0
123.8783837,0
54.95573772,0
159.0952401,0
126.0646252,0
99.4517512,0
124.8939452,0
81.26357348,0
127.9131846,0
119.4855084,0
110.4510518,0
133.4049894,0
113.6842509,0
94.53463412,0
107.4537498,0
135.8131409,0
163.0326928,0
107.5680686,0
108.9590778,0
166.415391,0
150.1433651,0
122.9341378,0
99.58946963,0
103.5676609,0
133.7376008,0
75.51201109,0
108.2012309,0
139.3401167,0
128.3154607,0
154.7552626,0
121.8113399,0
139.6948818,0
116.2079087,0
151.3800941,0
75.08906922,0
105.4004501,0
127.4582057,0
116.0731178,0
98.34611721,0
106.6763435,0
104.5237427,0
139.1507551,0
111.7220345,0
132.3084588,0
107.7900945,0
109.9463249,0
86.2352154,0
116.8806184,0
110.1783382,0
171.3407841,0
119.0325637,0
111.6745551,0
126.3235888,0
162.340145,0
150.2669235,0
132.855308,0
132.7174186,0
139.0524459,0
133.5806403,0
87.50988524,0
140.3368113,0
113.3666677,0
113.6603938,0
115.0083611,0
148.6934535,0
161.3791513,0
109.9001555,0
106.2976988,0
133.2047832,0
89.4551656,0
156.5139614,0
80.32705125,0
118.1712587,0
82.01115966,0
107.9383377,0
127.0885253,0
138.168182,0
56.18290162,0
103.2218481,0
125.8770968,0
139.2477854,0
94.15855623,0
140.9658917,0
173.0417587,0
99.40206782,0
139.9245098,0
160.4918193,0
156.1529653,0
106.5039799,0
105.8850323,0
148.6754459,0
132.623659,0
128.6834631,0
133.3172814,0
115.4127763,0
107.622145,0
105.177691,0
96.06327186,0
126.9878375,0
77.91476209,0
110.6409649,0
87.10092041,0
114.7448358,0
121.9596688,0
145.2079508,0
125.4924115,0
108.134906,0
108.8172496,0
101.5621238,0
122.2889331,0
121.8471385,0
124.4595348,0
95.79305951,0
110.7246477,0
99.25985924,0
130.9199967,0
114.6458408,0
120.1225439,0
130.9788573,0
76.6445699,0
136.254282,0
167.7497645,0
149.9901173,0
127.3193364,0
202.8829112,1
124.9009528,0
126.6400004,0
144.4463771,0
110.7516293,0
115.130312,0
77.12801661,0
126.7230401,0
117.4597729,0
167.6403005,0
131.933028,0
122.4723389,0
135.5798829,0
120.5403776,0
144.520195,0
106.9032502,0
115.4323166,0
135.4452963,0
139.1419298,0
103.7808378,0
131.4744073,0
91.6694514,0
177.8154889,0
169.1465394,0
133.2629728,0
159.062897,0
105.163254,0
137.5762916,0
106.7906493,0
109.3630729,0
112.2480199,0
146.5587149,0
97.11658844,0
131.8301937,0
108.8187243,0
115.2768743,0
127.394791,0
156.8797635,0
103.768274,0
174.8580347,0
102.3352547,0
90.10869802,0
155.1131647,0
140.6967021,0
88.27188204,0
114.2487078,0
145.9814624,0
90.11857425,0
132.6899048,0
96.24493506,0
125.161885,0
81.28061345,0
124.1377669,0
198.6137567,1
113.9760202,0
107.1627305,0
117.5986482,0
144.7133064,0
105.4024036,0
128.2684498,0
156.2447081,0
126.41519,0
118.8317407,0
95.25544676,0
97.49792988,0
111.9184642,0
119.3931358,0
133.8124435,0
143.2315127,0
139.594148,0
126.5643881,0
93.87547883,0
140.7674757,0
146.1745238,0
156.087899,0
109.3597215,0
87.78037335,0
121.1058298,0
139.615528,0
147.2115438,0
135.1699899,0
83.00320022,0
128.7160147,0
135.7358296,0
137.7261817,0
133.0500379,0
120.300765,0
114.6466796,0
129.7200608,0
132.5501208,0
129.9511506,0
117.5202074,0
126.640645,0
153.1858032,0
138.539266,0
103.5504284,0
128.7512057,0
106.7121068,0
112.2783897,0
101.0190406,0
127.273983,0
129.8841113,0
96.4494449,0
117.3123585,0
114.4950006,0
90.56438704,0
129.1452629,0
133.3330104,0
137.3768158,0
149.3159301,0
105.7345384,0
110.6770924,0
109.0739836,0
154.301756,0
148.7793776,0
138.1489556,0
156.3255412,0
106.4674125,0
90.86155086,0
117.3486702,0
79.91178784,0
122.8465482,0
116.4133555,0
76.63449157,0
147.5853109,0
104.0398912,0
150.1126537,0
99.00111962,0
103.4919011,0
140.6116794,0
157.4744653,0
123.2419025,0
104.5202543,0
152.5272281,0
116.628058,0
111.6796173,0
103.9691554,0
122.9016792,0
113.2493837,0
109.0047836,0
118.1481809,0
112.4267398,0
80.5943474,0
125.2572464,0
139.0072773,0
106.2657135,0
156.8695926,0
115.6576111,0
97.0841619,0
112.5754486,0
147.4314281,0
133.4422799,0
128.5787413,0
155.7800352,0
97.66239566,0
147.9249196,0
146.578421,0
149.3946801,0
117.2970945,0
91.58478105,0
93.1144836,0
128.5188924,0
130.2312169,0
124.3549473,0
111.1773569,0
117.496549,0
125.4125732,0
120.1432752,0
151.6392248,0
161.1107225,0
83.36051285,0
122.6743176,0
85.16878035,0
100.0194646,0
134.2218199,0
123.121793,0
97.59959096,0
104.3554996,0
109.9732474,0
116.2020825,0
118.9660807,0
106.3007989,0
121.2698914,0
122.3939802,0
107.2649409,0
102.6383361,0
113.1727448,0
118.6945313,0
113.9475255,0
144.0285001,0
130.3059738,0
132.0219683,0
113.4089744,0
103.2363461,0
100.4228921,0
118.6221348,0
146.3984338,0
177.6625789,0
106.6541147,0
171.240359,0
119.1591087,0
125.2619639,0
92.34577012,0
137.7519174,0
124.6576891,0
115.0531856,0
110.3305466,0
104.3047034,0
130.8797658,0
100.9438316,0
143.6321113,0
176.0530539,0
142.6646868,0
99.64120721,0
133.8651414,0
124.425981,0
150.2439301,0
127.8603275,0
125.8056896,0
140.3826663,0
118.3332106,0
131.940689,0
122.3893889,0
154.5324774,0
131.4709166,0
151.6507772,0
123.5617123,0
76.19204834,0
108.4692813,0
137.7349476,0
95.36923701,0
108.7345714,0
122.5802062,0
104.36082,0
144.3731293,0
139.8709291,0
143.9326065,0
100.965962,0
103.5269872,0
102.7882422,0
89.2621073,0
74.68339834,0
142.8563363,0
128.2303947,0
134.2546789,0
145.1086214,0
97.97074236,0
115.3415313,0
162.2028588,0
85.87847603,0
100.0748058,0
112.5244433,0
95.26275899,0
121.6838109,0
128.8922792,0
83.67831843,0
112.0026756,0
107.1790381,0
170.1405008,0
102.9067034,0
142.566791,0
89.69423487,0
118.9018054,0
111.5878355,0
131.1965404,0
109.0611238,0
100.1940534,0
130.2505953,0
109.0342486,0
73.04533375,0
128.2382653,0
95.64682424,0
161.165376,0
89.9497979,0
101.5800319,0
142.2777365,0
89.90844952,0
128.2903132,0
117.6994642,0
117.5665851,0
110.725826,0
180.6070304,0
117.1554929,0
156.8656608,0
119.4428385,0
147.6922574,0
126.0298585,0
145.3186126,0
161.712728,0
131.6183544,0
143.5944644,0
78.15176793,0
117.242432,0
120.2073648,0
146.6967457,0
113.1916196,0
111.936072,0
123.3324007,0
116.7300796,0
132.8023327,0
128.499892,0
123.2149657,0
139.4622544,0
126.1989632,0
107.8868852,0
128.4625533,0
135.4278562,0
134.217307,0
109.0105219,0
108.8449354,0
106.3159993,0
96.08201026,0
75.91725889,0
98.7981573,0
102.3154068,0
113.0083326,0
75.27291854,0
120.0751678,0
161.7183044,0
100.3325148,0
128.9415158,0
114.6645025,0
111.5279327,0
96.85806571,0
129.5486171,0
134.588476,0
97.97242264,0
100.3617915,0
136.0022167,0
78.51083233,0
129.6183095,0
109.7969965,0
99.3209637,0
95.04362121,0
118.7779101,0
108.4536844,0
139.1214926,0
111.8130504,0
98.88700037,0
150.5752164,0
153.0978249,0
152.9790253,0
121.1910909,0
118.413101,0
103.2915041,0
120.7916199,0
122.9291056,0
115.4611192,0
137.0083383,0
118.4620304,0
88.02757564,0
79.18905667,0
124.0906814,0
123.2381499,0
115.6418752,0
101.5405366,0
118.1862652,0
120.8024255,0
122.2923254,0
103.4021864,0
106.5370961,0
97.5626942,0
106.5046243,0
129.502895,0
105.4260838,0
124.253347,0
83.07954988,0
138.6717375,0
143.8686795,0
83.61920632,0
156.8400829,0
85.93274244,0
125.4572381,0
104.4055598,0
74.69014708,0
143.062179,0
89.7808987,0
126.0837298,0
79.77285179,0
111.0320179,0
113.9171387,0
101.0451677,0
76.27990555,0
164.2575701,0
130.2170444,0
118.2223631,0
72.69777518,0
105.9339011,0
104.7426471,0
118.1438146,0
148.7594399,0
68.75882561,0
107.9639914,0
93.07558197,0
82.07668575,0
133.7682755,0
163.8990631,0
154.4650016,0
150.1232464,0
128.4679319,0
137.2727645,0
121.8194291,0
142.8798754,0
121.0415343,0
96.54785204,0
117.139704,0
124.7870244,0
110.5006181,0
119.0197177,0
113.1332268,0
139.085653,0
168.145075,0
94.0888901,0
108.3073578,0
134.5960993,0
104.3385774,0
