reconstruction_error,anomaly
4.405253599908726,0
1.2234329842943936,0
1.9145801901943216,0
1.2835213796730045,0
1.4497952517990633,0
1.304443426167767,0
0.8893778442030321,0
0.28107692134317885,0
2.191884138568423,0
2.178480404354857,0
1.4845010851440155,0
1.6610635354289236,0
3.2106494170696322,0
1.457099909519352,0
2.5220846836627846,0
2.126287630010929,0
1.763210839511057,0
0.7464791566636092,0
2.261625176476364,0
1.9134725585327637,0
0.7452107922110601,0
0.19135652013899804,0
1.6342034171849935,0
1.044732318738679,0
2.135188795316848,0
1.267512495596453,0
0.14474735509667183,0
0.791268925129196,0
0.6723509938840418,0
3.067741798420126,0
0.9873135061975408,0
0.7955080716377405,0
0.6565365774217158,0
0.3231311801476729,0
0.7717566267011507,0
0.604895733380616,0
1.355193437112782,0
0.48689366644469473,0
0.7851647712964244,0
0.6626452010840074,0
1.426235648543453,0
0.20279214573856294,0
0.881796741660268,0
1.2789410268410368,0
3.3480909105958467,0
0.8591407885162505,0
0.8497170593414886,0
0.3805879465872741,0
1.3097297077068393,0
1.4679758090317219,0
1.3505887337415243,0
0.6817775594213341,0
0.2663043177470146,0
1.6149994414205453,0
1.4035850721358878,0
0.7415469555146911,0
0.6829387050187722,0
1.5225686525295217,0
0.127901603994131,0
1.1352361123992751,0
1.062372111239957,0
1.723571794923995,0
0.6771590216542868,0
5.652514294063239,1
0.8373678120787221,0
0.9760249257983674,0
4.886462927335882,0
1.8408183250050743,0
0.2788255453796386,0
0.4528060166468031,0
1.5244656933604375,0
2.5679162930848336,0
1.8471150131511636,0
0.7369917916164758,0
0.8886322520218618,0
1.069256079491976,0
2.8305431837975465,0
0.5755757046506557,0
0.2788350904266803,0
3.7992833056057855,0
1.9281053514152848,0
1.2197340563996955,0
0.19589262546104755,0
0.649222699823495,0
1.4127923959090125,0
2.71993951012016,0
2.7091795218221066,0
2.742485190406146,0
2.183163092699024,0
0.9670350812455331,0
2.3120230850863823,0
2.084536196330943,0
2.7688420368669058,0
0.5547999906225275,0
0.4765449062408471,0
4.310986689350405,0
0.7574356649406955,0
0.27136812848411945,0
4.9419906373803615,1
0.5213917445111766,0
2.9458786323920303,0
2.2282029892126984,0
0.8009685416632037,0
1.0884174543255194,0
1.812785998451201,0
2.518739417123726,0
0.1374212112374621,0
1.7275238935031811,0
0.14349979140079347,0
0.45039712339231736,0
0.3611763262947447,0
2.5272697549818406,0
3.01193960883899,0
2.116956429885874,0
0.1508454668035254,0
0.41131357962116377,0
0.2348275179889779,0
1.2316482809069589,0
2.1416275734816783,0
1.4321980714500626,0
0.22191072384832153,0
2.0740561817885586,0
2.570944134906916,0
0.53942551406203,0
0.5624239547612271,0
0.40591412533154814,0
0.2969901881014443,0
0.5034961225620848,0
3.1381731429128763,0
2.1231897084897438,0
1.3019093283054648,0
1.9383387592251122,0
0.8802879625139929,0
1.2982974284652118,0
3.6439025542692836,0
1.1764042039715819,0
1.8271842311635575,0
1.1168476064541062,0
2.212391180313741,0
3.9236539577696963,0
1.2586802901808385,0
2.1628710839288616,0
1.318437567268499,0
0.4664797481205494,0
0.26061461118075036,0
0.596513247053386,0
0.8416489899279284,0
0.6935265702729333,0
0.6371852762714733,0
0.7404373641881897,0
1.0189612520651978,0
0.6117547600735395,0
2.3605233813935915,0
0.40576935331990915,0
0.8258523199917862,0
2.85877714499321,0
1.690068492139587,0
1.3155013883867759,0
0.24186692718336142,0
2.3998512512796535,0
1.946501684450754,0
3.114584462661084,0
0.05570312051662088,0
1.0543581537401374,0
2.147051046660932,0
3.3512706339086193,0
2.3440536605426847,0
2.062013166605562,0
1.3364723556451652,0
0.5129585331043952,0
1.2459269443986538,0
0.548219689303893,0
0.9436361483644743,0
3.610082702277523,0
0.027799153496873893,0
1.386704594748636,0
1.4858243032566814,0
2.1332151253665113,0
0.5440501919061879,0
0.6745207144611668,0
2.3712037330889006,0
0.9896312145101026,0
2.0457148432411145,0
0.029327146194922698,0
0.7023792778548477,0
0.45112447687413776,0
0.9301197311530154,0
0.9995105900968905,0
0.4737617506239054,0
0.5150622786277713,0
1.195702576962791,0
1.3956639575612932,0
1.6891084441497657,0
0.8855133601752655,0
0.23202677437293365,0
0.48690425615429067,0
0.8911263505074164,0
0.19761375539414794,0
0.7722782513248391,0
0.9411081456457765,0
0.9319625820289043,0
1.4904183877163415,0
0.4750586993702814,0
1.6281821716124798,0
0.5339808381996154,0
1.3183139699943618,0
0.43925137712444345,0
1.0617484880684003,0
0.6366950689800926,0
0.8031119873392654,0
1.3060283616509416,0
0.4996231561515733,0
1.297397274969102,0
0.6233611083949074,0
0.7829024883977639,0
0.818247778923956,0
2.260215019962583,0
0.23174317183744528,0
0.8710679081122891,0
4.106236130028976,0
0.530868903025,0
0.3438283093021326,0
1.883924085572663,0
0.5902401361580585,0
0.13640263991257742,0
1.098088613166251,0
2.086741459230872,0
0.7722496642578021,0
0.0342969604347567,0
0.8934286589654233,0
1.4954448805635108,0
0.9786428319208595,0
1.676351318742024,0
0.4269810220896826,0
1.9937890473095363,0
0.5006552779396812,0
0.23866613064949146,0
1.2939114159405547,0
1.7389230884032767,0
0.1019588776221414,0
2.538345963632381,0
3.6082919182353073,0
0.9170800511327504,0
1.6473711820643564,0
0.7961152104891814,0
4.52749301662729,0
2.9210876821789893,0
1.0324651954397464,0
1.588689732090133,0
1.5254727635115233,0
1.849935605753779,0
0.3648989084357594,0
0.5587263062472583,0
0.8983757767360764,0
0.43553630760511,0
0.8407661051106596,0
0.24929863501146068,0
0.256145628371463,0
0.4087036992282104,0
0.22361059736717037,0
0.6368277959367314,0
1.1139128846045938,0
0.5213797428993726,0
0.353025357670816,0
0.23968581229092176,0
1.3991826669277971,0
1.4990132852889524,0
1.2001315321706463,0
1.1370014696930177,0
0.4761760396997526,0
0.7642622063765897,0
2.816834039869986,0
0.4602421279511562,0
1.3407900750377832,0
1.5307543943724242,0
1.0251007227243978,0
