reconstruction_error,anomaly,severity_score,estimated_RUL,health_state
112.32523407297192,0,0.0008760386027045021,0.0,Critical
119.48948530960858,0,0.0013037094698917086,0.0,Critical
97.6500220716366,0,0.0,0.0,Critical
112.67562936533672,0,0.0008969554931923232,0.0,Critical
111.28178535496843,0,0.0008137498019137261,0.0,Critical
110.2432797836368,0,0.0007517560828773381,0.0,Critical
102.54488178754274,0,0.00029219925855699985,0.0,Critical
108.74539080414569,0,0.0006623394142472384,0.0,Critical
126.5819340594298,0,0.0017270940787124408,0.0,Critical
103.8316573690668,0,0.0003690134866805899,0.0,Critical
121.40227095192483,0,0.0014178934463286751,0.0,Critical
107.29050091640356,0,0.0005754895817384781,0.0,Critical
103.52878057551956,0,0.0003509332188802608,0.0,Critical
106.07200300941646,0,0.0005027511978747079,0.0,Critical
111.99852737071568,0,0.0008565358055447257,0.0,Critical
116.43274215963612,0,0.001121236807985034,0.0,Critical
106.35854322438934,0,0.0005198562515884562,0.0,Critical
114.69782471821787,0,0.0010176706958873406,0.0,Critical
105.99201656255934,0,0.0004979763969973078,0.0,Critical
104.3075571996604,0,0.00039742238616242244,0.0,Critical
112.81862221484766,0,0.0009054914690999221,0.0,Critical
107.7229347063986,0,0.0006013037705294135,0.0,Critical
104.97597213414484,0,0.0004373234986764559,0.0,Critical
118.2104057763372,0,0.001227354658324214,0.0,Critical
107.43073046625972,0,0.0005838606021300535,0.0,Critical
120.82814131406263,0,0.0013836207063043214,0.0,Critical
101.37068680048353,0,0.00022210554299961077,0.0,Critical
110.21610764767571,0,0.0007501340388470593,0.0,Critical
109.94130524458468,0,0.0007337296752711328,0.0,Critical
135.93649630808775,0,0.0022855158337426866,0.0,Critical
123.50500178809396,0,0.001543416224699009,0.0,Critical
111.13953077120549,0,0.0008052578968716276,0.0,Critical
107.6058414526792,0,0.000594313874208656,0.0,Critical
102.30761584265248,0,0.0002780356385144336,0.0,Critical
109.51503543392236,0,0.0007082834459918724,0.0,Critical
102.66244485419162,0,0.00029921720041892137,0.0,Critical
127.47257097911734,0,0.0017802607602274414,0.0,Critical
105.11259948541851,0,0.0004454794853763493,0.0,Critical
117.29996434007955,0,0.0011730057437333483,0.0,Critical
111.8404139742706,0,0.0008470972067103101,0.0,Critical
112.4942750340718,0,0.0008861295238679095,0.0,Critical
102.21681824902232,0,0.00027261546488795,0.0,Critical
110.14170300880954,0,0.0007456924446907962,0.0,Critical
120.78243113627036,0,0.0013808920315649803,0.0,Critical
118.28845820197635,0,0.0012320140075648522,0.0,Critical
122.15361077867269,0,0.0014627447705835167,0.0,Critical
125.0095237658976,0,0.0016332288509870228,0.0,Critical
114.85239764570896,0,0.0010268979459879125,0.0,Critical
103.37624117794968,0,0.0003418273606008475,0.0,Critical
115.26084454456702,0,0.0010512802343338693,0.0,Critical
103.75433329463034,0,0.0003643976164554393,0.0,Critical
110.6327267218374,0,0.0007750041662125405,0.0,Critical
121.43595552418104,0,0.001419904251052269,0.0,Critical
124.1216997222452,0,0.0015802300844562267,0.0,Critical
110.9171114623608,0,0.0007919805486113724,0.0,Critical
110.70210379448493,0,0.0007791456391790869,0.0,Critical
142.50547703004617,0,0.002677651953638851,0.0,Critical
111.91725262050704,0,0.0008516840992387827,0.0,Critical
110.9819974706793,0,0.0007958539269351232,0.0,Critical
126.00342883422591,0,0.0016925601374583894,0.0,Critical
106.99838761064684,0,0.0005580518416783536,0.0,Critical
120.13560430452468,0,0.0013422796235246256,0.0,Critical
115.4900215886084,0,0.001064960986435828,0.0,Critical
122.71232779355074,0,0.0014960974521649798,0.0,Critical
111.86736287551032,0,0.0008487059247161773,0.0,Critical
131.8068215488445,0,0.0020389943861900167,0.0,Critical
115.15006738003189,0,0.0010446673777412627,0.0,Critical
118.54095973867328,0,0.0012470871181521873,0.0,Critical
115.9773393419618,0,0.00109405148023462,0.0,Critical
114.2462137016474,0,0.0009907117201746658,0.0,Critical
110.99059411051492,0,0.0007963671044175924,0.0,Critical
140.4488366963181,0,0.002554880553534994,0.0,Critical
130.23313242991762,0,0.0019450528188238653,0.0,Critical
113.01715522621778,0,0.0009173429218663672,0.0,Critical
115.3981045827747,0,0.001059473989358852,0.0,Critical
118.27595650366489,0,0.001231267717131759,0.0,Critical
119.67742216983407,0,0.0013149283840998053,0.0,Critical
122.05658116990968,0,0.001456952576039821,0.0,Critical
117.1141553886809,0,0.0011619138553069014,0.0,Critical
116.92853479579792,0,0.0011508332109654367,0.0,Critical
113.09912826341854,0,0.0009222363125010142,0.0,Critical
115.63693611612722,0,0.0010737310673990784,0.0,Critical
120.28588612511804,0,0.0013512507154660926,0.0,Critical
121.10167033300628,0,0.0013999490550554482,0.0,Critical
112.25864781189642,0,0.000872063727581295,0.0,Critical
129.94067103833174,0,0.0019275942997369457,0.0,Critical
122.27346065146968,0,0.001469899223622412,0.0,Critical
129.64189444187107,0,0.001909758793710839,0.0,Critical
115.14411046290802,0,0.0010443117788338572,0.0,Critical
121.58487235835264,0,0.0014287938599597926,0.0,Critical
119.32014624348294,0,0.0012936007533117713,0.0,Critical
108.07645199980028,0,0.000622407029256804,0.0,Critical
120.72674604945526,0,0.0013775679033928938,0.0,Critical
120.41074126450104,0,0.0013587039585153658,0.0,Critical
127.56931368495655,0,0.0017860358280654754,0.0,Critical
125.25194233771845,0,0.001647700057734035,0.0,Critical
122.69160379940011,0,0.0014948603307607697,0.0,Critical
108.28635106580415,0,0.0006349369800659833,0.0,Critical
108.51991081058208,0,0.0006488793580326289,0.0,Critical
121.10917498254967,0,0.001400397046041826,0.0,Critical
106.03879544021169,0,0.0005007688679075007,0.0,Critical
116.02830603232862,0,0.0010970939431448226,0.0,Critical
123.3179126505551,0,0.0015322479154019559,0.0,Critical
116.11014768123032,0,0.0011019794905386426,0.0,Critical
113.88599821759796,0,0.0009692086121248135,0.0,Critical
110.47555478570604,0,0.0007656217679684571,0.0,Critical
113.94957845249212,0,0.0009730040421418542,0.0,Critical
120.90530334249084,0,0.0013882269031728872,0.0,Critical
111.83615208924935,0,0.0008468427929547498,0.0,Critical
126.76519866763353,0,0.0017380340822559244,0.0,Critical
122.89252506071648,0,0.0015068543504043156,0.0,Critical
114.57145866143384,0,0.0010101272584361956,0.0,Critical
124.26664819466288,0,0.0015888828015160814,0.0,Critical
103.03492683213386,0,0.000321452558344888,0.0,Critical
135.25565955280317,0,0.0022448731990935174,0.0,Critical
111.00452655169909,0,0.000797198803224133,0.0,Critical
116.53456355372958,0,0.0011273150487490478,0.0,Critical
100.98936180686712,0,0.00019934230015489953,0.0,Critical
109.68119236791117,0,0.0007182022047987619,0.0,Critical
124.19127780196068,0,0.0015843835565646548,0.0,Critical
121.645420924173,0,0.001432408314115017,0.0,Critical
114.0861348501494,0,0.0009811557932568066,0.0,Critical
141.46691141170473,0,0.002615654650088757,0.0,Critical
135.78850207544136,0,0.0022766812996477736,0.0,Critical
129.5060081589555,0,0.0019016470451786037,0.0,Critical
121.11949933309262,0,0.0014010133594295066,0.0,Critical
128.07511776229978,0,0.0018162298652703679,0.0,Critical
128.99066051367035,0,0.0018708833035003523,0.0,Critical
117.7612452964591,0,0.001200541967703684,0.0,Critical
133.86981887666892,0,0.0021621452678458296,0.0,Critical
135.54950106160314,0,0.0022624141044489078,0.0,Critical
114.99086905666438,0,0.0010351640140594926,0.0,Critical
108.09535656871516,0,0.0006235355398456399,0.0,Critical
136.9405367377967,0,0.0023454521518702213,0.0,Critical
111.4130940642065,0,0.0008215882916168651,0.0,Critical
129.61099961965988,0,0.0019079145234625974,0.0,Critical
129.47178893550804,0,0.0018996043243857585,0.0,Critical
135.15089460482872,0,0.0022386192425150643,0.0,Critical
119.89461655542466,0,0.0013278938299176053,0.0,Critical
128.35558286678673,0,0.001832972264509286,0.0,Critical
110.63872684875156,0,0.000775362344533743,0.0,Critical
120.24476324478448,0,0.0013487958800181743,0.0,Critical
138.63764399786484,0,0.0024467611804971662,0.0,Critical
112.8438215485524,0,0.0009069957464545369,0.0,Critical
118.52677753947314,0,0.00124624051000987,0.0,Critical
126.68424594277742,0,0.0017332015992933879,0.0,Critical
119.28735642569802,0,0.0012916433610674466,0.0,Critical
121.52912871461,0,0.0014254662362246451,0.0,Critical
117.45255371697272,0,0.0011821145855346708,0.0,Critical
126.11490708981852,0,0.0016992148457687288,0.0,Critical
132.5179756191215,0,0.00208144681672229,0.0,Critical
121.11971080461436,0,0.001401025983248256,0.0,Critical
124.70982529644624,0,0.001615338313638264,0.0,Critical
120.67133714844516,0,0.0013742602621667323,0.0,Critical
117.77480675850002,0,0.0012013515208642027,0.0,Critical
126.45617146497466,0,0.0017195866650199538,0.0,Critical
121.2056544138723,0,0.0014061563976748997,0.0,Critical
129.32343551941986,0,0.0018907483487906867,0.0,Critical
116.51053392012626,0,0.0011258805967872339,0.0,Critical
129.40782417113087,0,0.0018957859398334807,0.0,Critical
123.2287662781985,0,0.0015269263116344369,0.0,Critical
124.57112719249376,0,0.001607058713100075,0.0,Critical
117.33953324974632,0,0.0011753678147093493,0.0,Critical
125.26149160571428,0,0.0016482701024728207,0.0,Critical
123.18880224123365,0,0.0015245406534853114,0.0,Critical
114.69717623549592,0,0.0010176319846307285,0.0,Critical
124.25993325851556,0,0.0015884819525689444,0.0,Critical
123.81097462120285,0,0.0015616813109654187,0.0,Critical
100.99495594533204,0,0.00019967624294521107,0.0,Critical
